	year	speaker	speech	n_words
0	1392	امامی	['خطیب', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'با', 'بیان', 'این', 'که', 'میثاق', 'ژنو', 'دستاورد', 'خوبی', 'از', 'آب', 'درآمد', 'تصریح', 'کرد:', 'تحرک', 'سیاسی', 'نظام', 'جمهوری', 'و', 'وزارت', 'خارجه', 'ایران', 'اقدامات', 'روشن', 'گرانه', 'ای', 'در', 'جهان', 'داشت', 'که', 'جمهوری', 'اسلامی', 'به', 'دنبال', 'دانش', 'هسته', 'ای', 'است', 'نه', 'سلاح', 'هسته', 'ای.', 'خطیب', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'با', 'بیان', 'این', 'که', 'میثاق', 'ژنو', 'دستاورد', 'خوبی', 'از', 'آب', 'درآمد', 'تصریح', 'کرد:', 'تحرک', 'سیاسی', 'نظام', 'جمهوری', 'و', 'وزارت', 'خارجه', 'ایران', 'اقدامات', 'روشن', 'گرانه', 'ای', 'در', 'جهان', 'داشت', 'که', 'جمهوری', 'اسلامی', 'به', 'دنبال', 'دانش', 'هسته', 'ای', 'است', 'نه', 'سلاح', 'هسته', 'ای.', 'به', 'گزارش', 'خبرنگار', 'سیاسی', 'خبرگزاری', 'دانشجویان', 'ایران(ایسنا)', 'آیت', 'الله', 'امامی', 'کاشانی', 'در', 'خطبه', 'های', 'دوم', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'با', 'تبریک', 'به', 'مناسبت', 'سالروز', 'تولد', 'عیسی', 'بن', 'مریم(ع)', 'به', 'سخنی', 'از', 'این', 'ایشان', 'اشاره', 'کرد', 'و', 'گفت:', 'حضرت', 'مسیح', 'می', 'فرماید', 'همانطور', 'که', 'بدون', 'درنظر', 'گرفتن', 'بوی', 'روغن', 'چراغ', 'از', 'نور', 'آن', 'بهره', 'مند', 'می', 'شوید', 'حکمت', 'حکیمان', 'را', 'بگیرید', 'و', 'ناراحت', 'نشوید.', 'وی', 'در', 'ادامه', 'خطاب', 'به', 'جهان', 'مسیحیت', 'با', 'اشاره', 'به', 'از', 'زمان', 'پیروزی', 'انقلاب', 'ملت', 'ایران', 'و', 'جمهوری', 'اسلامی', 'گرفتار', 'چنگال', 'غرب', 'شده', 'است', 'اظهار', 'کرد:', 'البته', 'مقصود', 'من', 'دولت', 'ها', 'و', 'سردمداران', 'دنیای', 'مسیحیت', 'است', 'و', 'به', 'جهان', 'مسیحیت', 'می', 'گویم', 'که', 'توجه', 'داشته', 'باشند', 'استکبار', 'و', 'غرب', 'در', 'دنیای', 'اسلام', 'چه', 'می', 'کند.', 'امامی', 'کاشانی', 'با', 'اشاره', 'به', 'موضوعات', 'پیش', 'آمده', 'در', 'مورد', 'مسائل', 'تکفیری', 'و', 'سلفی', 'گری', 'به', 'گرفتاری', 'های', 'کشورهایی', 'مثل', 'سوریه', 'و', 'عراق', 'اشاره', 'کرد', 'و', 'افزود:', 'برای', 'این', 'که', 'دنیای', 'اسلام', 'را', 'متلاطم', 'کنند', 'مسائل', 'تکفیری', 'را', 'مطرح', 'می', 'کنند', 'و', 'چون', 'طلوع', 'اسلام', 'واقعی', 'از', 'جمهوری', 'اسلامی', 'و', 'ایران', 'بوده', 'است', 'جنگ', 'بین', 'شیعه', 'و', 'سنی', 'را', 'درست', 'می', 'کنند', 'تا', 'برادران', 'را', 'به', 'جان', 'یکدیگر', 'بیندازند', 'و', 'به', 'دنیا', 'بگویند', 'که', 'اسلام', 'خون', 'خوار', 'و', 'مسلمان', 'جانی', 'است.', 'خطیب', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'با', 'اشاره', 'به', 'این', 'که', 'از', 'روزی', 'که', 'جمهوری', 'اسلامی', 'ایران', 'روی', 'کار', 'آمد', 'دشمنان', 'به', 'دنبال', 'برنامه', 'ریزی', 'برای', 'زمین', 'زدن', 'آن', 'بودند', 'به', 'مسائل', 'سال', '88', 'اشاره', 'کرد', 'و', 'گفت:', 'سال', '88', 'لجاجت', 'و', 'جهالتی', 'در', 'داخل', 'پیش', 'آمد', 'که', 'استکبار', 'پشت', 'آن', 'ایستاد', 'و', 'طمع', 'کرد', 'و', 'امیدوار', 'شد', 'و', 'آنانی', 'که', 'در', 'داخل', 'بساط', 'را', 'برپا', 'کردند', 'به', 'غلط', 'و', 'اشتباه', 'خود', 'ادامه', 'دادند', 'و', 'حرکتی', 'برخلاف', 'اصول', 'نظام', 'اسلام', 'که', 'دنیای', 'غرب', 'سردمدار', 'آن', 'بود', 'شکل', 'گرفت.', 'پس', 'دیدیم', 'که', 'آنها', 'از', 'هر', 'موردی', 'که', 'پیش', 'می', 'آید', 'می', 'خواهند', 'استفاده', 'کنند', 'تا', 'به', 'اصل', 'نظام', 'اسلام', 'به', 'خصوص', 'جمهوری', 'اسلامی', 'ضربه', 'وارد', 'کنند.', 'امام', 'جمعه', 'موقت', 'تهران', 'به', 'میثاق', 'ژنو', 'مسائل', 'پیش', 'آمده', 'در', 'آژانس', 'و', '1+5', 'اشاره', 'کرد', 'و', 'گفت:', 'این', 'میثاق', 'ژنو', 'چیز', 'خوبی', 'از', 'آب', 'درآمد', 'در', 'دنیای', 'استکبار', 'مواردی', 'را', 'علیه', 'جمهوری', 'اسلامی', 'مطرح', 'کرده', 'بودند', 'و', 'آن', 'این', 'بود', 'که', 'جمهوری', 'اسلامی', 'در', 'صدد', 'سلاح', 'اتمی', 'است', 'در', 'حالی', 'که', 'ما', 'همواره', 'تاکید', 'داشتیم', 'دانش', 'هسته', 'ای', 'می', 'خواهیم', 'و', 'شما', 'می', 'خواهید', 'آن', 'را', 'از', 'ما', 'بگیرید', 'چون', 'اقتدار', 'و', 'عزت', 'ایران', 'را', 'نمی', 'خواهید', 'البته', 'اساس', 'این', 'کار', 'صهیونیسم', 'ها', 'هستند', 'و', 'الان', 'هم', 'در', 'کنگره', '27', 'نفر', 'تحریم', 'های', 'اضافی', 'بر', 'ایران', 'را', 'امضاء', 'کرده', 'اند', 'و', 'با', 'کمال', 'تأسف', 'می', 'بنیم', 'آمریکا', 'با', 'تمام', 'وسعتی', 'که', 'دارد', '5', 'درصد', 'یهودی', '80', 'درصد', 'کنگره', 'را', 'تحت', 'تأثیر', 'دارند.', 'البته', 'در', 'نگاه', 'ما', 'یهودیان', 'پاکیزه', 'جهان', 'حساب', 'شان', 'جداست', 'و', 'ما', 'در', 'مورد', 'صهیونیسم', 'ها', 'حرف', 'می', 'زنیم.', 'وی', 'با', 'اشاره', 'به', 'این', 'که', 'صهیونیسم', 'ها', 'معتقدند', 'ایران', 'موجب', 'ناامنی', 'است', 'به', 'تحرک', 'سیاسی', 'نظام', 'جمهوری', 'و', 'وزارت', 'خارجه', 'ایران', 'که', 'اقدامات', 'روشن', 'گرانه', 'ای', 'داشته', 'است', 'اشاره', 'کرد', 'و', 'افزود:', 'کشور', 'و', 'ملت', 'ایران', 'منسجم', 'و', 'مقتدر', 'است', 'و', 'هیچگاه', 'اجازه', 'نمی', 'دهد', 'از', 'عزتش', 'کاسته', 'شود', 'و', 'همواره', 'از', 'قدرت', 'و', 'اقتدار', 'و', 'حقوقش', 'دفاع', 'و', 'حمایت', 'می', 'کند', 'و', 'رهبر', 'انقلاب', 'نیز', 'مسائل', 'را', 'همواره', 'رصد', 'مدیریت', 'و', 'نظارت', 'می', 'کنند', 'و', 'دولت', 'محترم', 'نماینده', 'این', 'فکر', 'است', 'و', 'با', 'این', 'تفکر', 'کارش', 'را', 'پیش', 'می', 'برد.', 'امامی', 'کاشانی', 'تاکید', 'کرد:', 'دنیای', 'غرب', 'و', 'استکبار', 'بداند', 'که', 'پرونده', 'اش', 'سیاه', 'است', 'و', 'مراقب', 'باشند', 'این', 'پرونده', 'را', 'قطورتر', 'نکنند', 'چون', 'تاریخ', 'داوری', 'می', 'کند', 'که', 'جمهوری', 'اسلامی', 'از', 'روز', 'اول', 'باصفا', 'حرکت', 'کرده', 'و', 'شما', 'اهل', 'دروغ', 'بوده', 'اید.', 'خطیب', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'تصریح', 'کرد:', 'جمهوری', 'اسلامی', 'مورد', 'اعتماد', 'است', 'و', 'به', 'وعده', 'و', 'میثاق', 'خود', 'پایبند', 'می', 'ماند', 'چون', 'نظامی', 'که', 'براساس', 'اسلام', 'استوار', 'باشد', 'و', 'رهبری', 'اجتهاد', 'و', 'عدالت', 'داشته', 'باشد', 'براصولش', 'محکم', 'می', 'ایستد', 'و', 'شمایید', 'که', 'با', 'مردم', 'و', 'تاریخ', 'روبرو', 'هسیتد', 'پس', 'بدانید', 'هرکاری', 'کنید', 'دنیا', 'قضاوت', 'می', 'کند', 'و', 'پرونده', 'تان', 'سیاه', 'تر', 'می', 'شود.', 'وی', 'با', 'بیان', 'این', 'که', 'جمهوری', 'اسلامی', 'بر', 'این', 'میثاق', 'پایبند', 'است', 'گفت:', 'غرب', 'و', 'استکبار', 'با', 'قضاوت', 'دنیای', 'مسیحیت', 'روبرو', 'است', 'و', 'به', 'شما', 'می', 'گویم', 'هیچگاه', 'به', 'این', 'کشور', 'طمع', 'نکنید', 'چون', 'این', 'کشور', 'بر', 'اصول', 'خود', 'استوار', 'است', 'تکیه', 'کرد', 'و', 'ذره', 'ای', 'از', 'اصول', 'خود', 'پایین', 'نمی', 'آید.', 'امام', 'جمعه', 'موقت', 'تهران', 'با', 'بیان', 'این', 'که', 'ما', 'درپس', 'پرده', 'وجود', 'اقدس', 'امام', 'عصر(عج)', 'را', 'داریم', 'که', 'به', 'ما', 'کمک', 'می', 'کند', 'تصریح', 'کرد:', 'ما', 'در', 'زیر', 'لوای', 'امام', 'عصر(عج)', 'هستیم', 'و', 'او', 'امور', 'را', 'جلو', 'می', 'برد', 'و', 'گرفتاری', 'هایی', 'که', 'گاهی', 'با', 'آن', 'مواجه', 'می', 'شویم', 'به', 'خاطر', 'گناهان', 'من', 'و', 'شماست', 'پس', 'باید', 'از', 'گناهانمان', 'استغفار', 'کنیم.', 'امامی', 'کاشانی', 'در', 'ادامه', 'به', 'اهمیت', 'مسئله', 'وقف', 'اشاره', 'کرد', 'و', 'افزود:در', 'اهمیت', 'وقف', 'باید', 'بگویم', 'که', 'همچون', 'صدقه', 'جاریه', 'است.', 'پس', 'از', 'صدقه', 'جاریه', 'غفلت', 'نکنید', 'که', 'با', 'حساب', 'و', 'نظام', 'پیش', 'می', 'رود', 'و', 'مدیریت', 'دینی', 'دارد', 'پس', 'امیدواریم', 'کسانی', 'که', 'تمکن', 'دارند', 'از', 'این', 'توفیق', 'محروم', 'نشوند.', 'خطیب', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'همچنین', 'به', 'سالگرد', 'فرمان', 'امام', 'خمینی(ره)', 'درباره', 'حفاظت', 'از', 'هواپیماها', 'توسط', 'سپاه', 'اشاره', 'کرد', 'و', 'گفت:', 'از', 'آن', 'زمان', 'تاکنون', 'هیچ', 'هواپیما', 'ربایی', 'رخ', 'نداده', 'است', 'و', 'سپاه', 'با', 'هشیاری', 'به', 'این', 'وظیفه', 'خود', 'عمل', 'کرده', 'است.', 'به', 'گزارش', 'ایسنا', 'آیت', 'الله', 'امامی', 'کاشانی', 'در', 'خطبه', 'های', 'اول', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'با', 'بیان', 'این', 'که', 'عفت', 'یعنی', 'آدمی', 'خود', 'را', 'میان', 'شهوت', 'و', 'غضب', 'مهار', 'کند', 'گفت:', 'نقطه', 'اعتدال', 'را', 'عفت', 'می', 'گویند', 'و', 'شاخصه', 'های', 'عفت', 'در', 'مسائل', 'مربوط', 'به', 'شهوت', 'است', 'و', 'زندگی', 'پاکیزه', 'در', 'دامن', 'ازدواج', 'و', 'داشتن', 'فرزندان', 'است.', 'امام', 'جمعه', 'موقت', 'تهران', 'با', 'اشاره', 'به', 'آیاتی', 'از', 'سوره', 'فرقان', 'با', 'بیان', 'این', 'که', 'پایان', 'برای', 'انسان', 'های', 'وارسته', 'است', 'گفت:', 'یکی', 'از', 'نشانه', 'های', 'بندگان', 'خدا', 'این', 'است', 'که', 'از', 'خدا', 'می', 'خواهند', 'از', 'همسرنشان', 'فرزندانی', 'که', 'بشر', 'را', 'هدایت', 'می', 'کند', 'و', 'معیار', 'تقوا', 'باشند', 'داشته', 'باشند.', 'وی', 'با', 'بیان', 'این', 'که', 'حفظ', 'عفت', 'به', 'ازدواج', 'و', 'داشتن', 'همسر', 'پاکیزه', 'است', 'به', 'احادیثی', 'از', 'پیامبر', 'اکرم(ص)', 'در', 'همین', 'ارتباط', 'اشاره', 'کرد', 'و', 'افزود:', 'تکامل', 'آدمی', 'به', 'دو', 'اصل', 'همسر', 'و', 'تقوا', 'استوار', 'است.', 'پس', 'به', 'جوانان', 'می', 'گویم', 'که', 'چشم', 'چرانی', 'لذت', 'های', 'تباهی', 'است', 'و', 'لذت', 'آن', 'چیزی', 'است', 'که', 'باقی', 'و', 'ابدی', 'باشد.', 'امامی', 'کاشانی', 'تصریح', 'کرد:', 'در', 'دنیا', 'پاکی', 'زندگی', 'به', 'ازدواج', 'است', 'و', 'در', 'برزخ', 'و', 'آخرت', 'هم', 'ادامه', 'طهارت', 'و', 'پاکی', 'دنیا', 'است', 'و', 'باید', 'توجه', 'داشته', 'باشیم', 'که', 'اگر', 'حب', 'به', 'خدا', 'داشته', 'باشیم', 'فرمان', 'او', 'را', 'اطاعت', 'می', 'کنیم.', 'انتهای', 'پیام']	1164
1	1392	امامی	"['خطیب', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'با', 'اشاره', 'به', 'دستورالعمل', 'مقام', 'معظم', 'رهبری', 'در', 'مورد', 'اقتصاد', 'مقاومتی', 'گفت:', 'تحقق', 'اقتصاد', 'مقاومتی', 'به', 'دست', 'بدنه', 'انجام', 'پذیر', 'و', 'کسانی', 'است', 'که', 'باید', 'مشورت', 'دهند', 'و', 'عمل', 'کنند.', 'خطیب', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'با', 'اشاره', 'به', 'دستورالعمل', 'مقام', 'معظم', 'رهبری', 'در', 'مورد', 'اقتصاد', 'مقاومتی', 'گفت:', 'تحقق', 'اقتصاد', 'مقاومتی', 'به', 'دست', 'بدنه', 'انجام', 'پذیر', 'و', 'کسانی', 'است', 'که', 'باید', 'مشورت', 'دهند', 'و', 'عمل', 'کنند.', 'به', 'گزارش', 'خبرنگار', 'سیاسی', 'خبرگزاری', 'دانشجویان', 'ایران(ایسنا)', 'آیت', 'الله', 'امامی', 'کاشانی', 'در', 'خطبه', 'های', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'با', 'اشاره', 'به', 'اینکه', '""رئیس', 'جمهور', 'محترم', 'در', 'رابطه', 'با', 'تحقق', 'اقتصاد', 'مقاومتی', 'خوب', 'می', 'نویسند', 'و', 'دولت', 'و', 'مجلس', 'در', 'این', 'رابطه', 'مصمم', 'هستند""', 'اظهار', 'کرد:', 'این', 'کار', 'به', 'دست', 'صاحبنظران', 'و', 'مجریان', 'است', 'که', 'باید', 'خوب', 'و', 'درست', 'آن', 'را', 'انجام', 'دهند.', 'همان', 'طور', 'که', 'امام', 'علی', '(ع)', 'می', 'فرماید', 'تمام', 'مؤمنان', 'باید', 'در', 'اداره', 'کشور', 'کمک', 'کنند', 'تا', 'کشور', 'در', 'رفاه', 'باشد', 'و', 'دشمنان', 'در', 'مطامعشان', 'مأیوس', 'شوند.', 'امام', 'جمعه', 'موقت', 'تهران', 'در', 'ادامه', 'به', 'سفر', 'اشتون', 'به', 'ایران', 'اشاره', 'و', 'این', 'سفر', 'را', 'برای', 'رسیدگی', 'به', 'مسایل', 'هسته', 'ای', 'قلمداد', 'کرد', 'و', 'گفت:', 'آن', 'دیپلماتی', 'که', 'از', 'طرف', '1+5', 'به', 'ایران', 'می', 'آید', 'ولی', 'شاهدیم', 'که', 'به', 'کارهای', 'دیگری', 'پرداخت', 'با', 'این', 'کار', 'خودشان', 'را', 'سبک', 'کردند', 'و', 'این', 'اقدام', 'برای', 'جامعه', 'اسلامی', 'و', 'دنیا', 'درس', 'بود.', 'البته', 'منظورم', 'از', 'دنیا', 'ملت', 'هاست', 'نه', 'آن', 'دوازده', '-', 'پانزده', 'نفری', 'که', 'خود', 'را', 'مطرح', 'می', 'دانند', 'چراکه', 'آنها', 'اراذل', 'و', 'اوباش', 'هایی', 'هستند', 'که', 'وقتی', 'امام', 'عصر', '(عج)', 'ظهور', 'کند', 'گردنشان', 'را', 'خواهد', 'زد', 'اما', 'با', 'ملت', 'ها', 'کاری', 'ندارد.', 'وی', 'با', 'اشاره', 'به', 'اینکه', '""شاهدیم', 'عده', 'ای', 'در', 'دنیا', 'به', 'نام', 'حقوق', 'بشر', 'همه', 'ارزش', 'ها', 'را', 'مصادره', 'کرده', 'اند', 'اما', 'از', 'کارهایشان', 'پیداست', 'که', 'مثل', 'تکفیری', 'ها', 'به', 'نام', 'اسلام', 'آدم', 'می', 'کشند""', 'خاطرنشان', 'کرد:', 'تکفیری', 'ها', 'هم', 'عامل', 'آمریکا', 'و', 'غرب', 'هستند', 'و', 'اینها', 'به', 'نام', 'دفاع', 'از', 'حقوق', 'بشر', 'خودشان', 'هر', 'جنایتی', 'می', 'کنند', 'و', 'جای', 'دیگر', 'به', 'دنبال', 'عیب', 'تراشی', 'هستند', 'اما', 'خوشبختانه', 'در', 'ملت', 'ایران', 'در', 'اثر', 'انسجام', 'و', 'یکپارچگی', 'و', 'توجه', 'به', 'کلمات', 'رهبری', 'این', 'اقداماتشان', 'ارزشی', 'ندارد.', 'امامی', 'کاشانی', 'در', 'بخش', 'دیگری', 'از', 'خطبه', 'های', 'دوم', 'نماز', 'جمعه', 'این', 'هفته', 'به', 'وضعیت', 'دنیای', 'اسلام', 'سوریه', 'مصر', 'فلسطین', 'و', 'بحرین', 'و', 'جنایت', 'هایی', 'که', 'نسبت', 'به', 'شیعیان', 'در', 'بحرین', 'اتفاق', 'می', 'افتد', 'اشاره', 'کرد', 'و', 'به', 'زبان', 'عربی', 'متنی', 'در', 'مظلومیت', 'شیعیان', 'بحرین', 'و', 'فلسطین', 'قرائت', 'کرد.', 'وی', 'همچنین', 'در', 'بخش', 'دیگری', 'از', 'سخنانش', 'با', 'اشاره', 'به', 'رو', 'به', 'اتمام', 'بودن', 'سال', '92', 'گفت:', 'در', 'خطبه', 'ای', 'از', 'امیرالمؤمنین(ع)', 'در', 'نهج', 'البلاغه', 'آمده', 'است', 'که', 'چه', 'زود', 'می', 'گذرد', 'ساعت', 'های', 'هر', 'روز', 'و', 'روزهای', 'هر', 'ماه', 'و', 'چه', 'زود', 'ماه', 'ها', 'می', 'گذرد', 'و', 'سال', 'ها', 'فرا', 'می', 'رسد', 'و', 'سال', 'ها', 'به', 'سرعت', 'می', 'گذرد', 'و', 'عمر', 'به', 'سر', 'می', 'آید', 'بنابراین', 'باید', 'تقوا', 'پیش', 'بگیرید.', 'امام', 'جمعه', 'موقت', 'تهران', 'همچنین', 'به', 'اهمیت', 'کمک', 'به', 'ایتام', 'بینوایان', 'بستگان', 'و', 'نیازمندان', 'اشاره', 'کرد', 'و', 'فعالیت', 'های', 'کمیته', 'امداد', 'در', 'این', 'راستا', 'را', 'مورد', 'قدردانی', 'قرار', 'داد.', 'امامی', 'کاشانی', 'همچنین', 'به', 'سالگرد', 'تشکیل', 'سازمانی', 'با', 'عنوان', 'شهدا', 'یعنی', 'بنیاد', 'شهید', 'و', 'امور', 'ایثارگران', 'به', 'دستور', 'امام', '(ره)', 'اشاره', 'کرد', 'و', 'یاد', 'امام', 'و', 'شهدا', 'را', 'گرامی', 'داشت.', 'خطیب', 'نماز', 'جمعه', 'این', 'هفته', 'تهران', 'در', 'ادامه', 'به', 'سالروز', 'تحریم', 'تنباکو', 'از', 'سوی', 'میرزای', 'شیرازی', 'اشاره', 'کرد', 'و', 'گفت:', 'این', 'اتفاق', 'نشان', 'دهنده', 'قدرت', 'بیان', 'اسلام', 'است', 'که', 'می', 'تواند', 'در', 'مقاطع', 'مختلف', 'اسلام', 'را', 'تابلو', 'کند', 'و', 'نشان', 'دهد.', 'وی', 'در', 'خطبه', 'های', 'اول', 'نماز', 'جمعه', 'نیز', 'با', 'بیان', 'اینکه', '""عفت', 'به', 'معنی', 'قدرت', 'و', 'اقتدار', 'برای', 'مهار', 'کردن', 'شهوت', 'و', 'غضب', 'است""', 'تصریح', 'کرد:', 'تجاوز', 'از', 'نقطه', 'اعتدال', 'خلاف', 'عفت', 'است', 'و', 'عفت', 'یعنی', 'اینکه', 'باید', 'قدرتی', 'داشته', 'باشیم', 'که', 'بتوانیم', 'خود', 'را', 'نگه', 'داریم', 'و', 'حفظ', 'کنیم', 'که', 'این', 'مساله', 'در', 'تمامی', 'امور', 'از', 'جمله', 'مسائل', 'جنسی', 'مالی', 'سیاسی', 'اخلاقی', 'و', '...', 'صدق', 'می', 'کند', 'که', 'در', 'قرآن', 'هم', 'مباحث', 'مختلفی', 'در', 'مورد', 'شان', 'عفت', 'آمده', 'است', 'از', 'جمله', 'در', 'سوره', 'مبارکه', 'نور.', 'امامی', 'کاشانی', 'همچنین', 'با', 'اشاره', 'به', 'اینکه', '""امشب', 'بر', 'اساس', 'برخی', 'روایات', 'تاریخی', 'شب', 'آخر', 'عمر', 'دختر', 'پیامبر', 'اکرم', '(ص)', 'سومین', 'شخصیت', 'عالم', 'وجود', 'فاطمه', 'زهرا', '(س)', 'است""', 'به', 'روایاتی', 'از', 'نحوه', 'رعایت', 'عفت', 'از', 'سوی', 'حضرت', 'فاطمه(س)', 'اشاره', 'کرد.', 'انتهای', 'پیام']"	697
